P 100.0000, 900.0000, 0.0000,  0, 0, 0,  2,  Revised_Map:_Brewall_Rainsinger_(Cazic-Thule)
P 100.0000, 1100.0000, 0.0000,  0, 0, 0,  2,  http://www.eqmaps.info
P 100.0000, 1300.0000, 0.0000,  0, 0, 0,  2,  Return_of_the_Exiled_(www.roteguild.org)
L -252.0000, 183.0000, 26.0000, -335.0000, 183.0000, 26.0000, 125, 125, 125
L -248.0000, 193.0000, 3.0000, -248.0000, 115.0000, 3.0000, 0, 0, 0
L -248.0000, 115.0000, 3.0000, -340.0000, 115.0000, 3.0000, 0, 0, 0
L -340.0000, 115.0000, 3.0000, -340.0000, 161.0000, 3.0000, 0, 0, 0
L -260.0000, 253.0000, 3.0000, -239.0000, 232.0000, 3.0000, 0, 0, 0
L -239.0000, 232.0000, 3.0000, -251.0000, 219.0000, 3.0000, 0, 0, 0
L -248.0000, 211.0000, 3.0000, -259.0000, 211.0000, 3.0000, 0, 0, 0
L -259.0000, 211.0000, 3.0000, -268.0000, 202.0000, 3.0000, 0, 0, 0
L -268.0000, 202.0000, 3.0000, -320.0000, 252.0000, 3.0000, 0, 0, 0
L -320.0000, 252.0000, 3.0000, -289.0000, 284.0000, 3.0000, 0, 0, 0
L -284.0000, 295.0000, 3.0000, -281.0000, 292.0000, 3.0000, 0, 0, 0
L -281.0000, 292.0000, 3.0000, -254.1927, 317.8145, 3.0000, 0, 0, 0
L -254.3907, 311.6347, 3.0000, -279.0000, 286.0000, 3.0000, 0, 0, 0
L -254.3907, 311.6347, 26.0000, -279.0000, 286.0000, 26.0000, 125, 125, 125
L -279.0000, 286.0000, 3.0000, -270.0000, 276.0000, 3.0000, 204, 51, 0
L -270.0000, 276.0000, 3.0000, -293.4146, 251.4146, 3.0000, 204, 51, 0
L -278.0000, 236.0000, 3.0000, -287.0000, 226.0000, 3.0000, 204, 51, 0
L -287.0000, 226.0000, 3.0000, -269.0000, 208.0000, 3.0000, 0, 0, 0
L -287.0000, 226.0000, 26.0000, -269.0000, 208.0000, 26.0000, 125, 125, 125
L -269.0000, 208.0000, 3.0000, -246.0000, 231.0000, 3.0000, 0, 0, 0
L -269.0000, 208.0000, 26.0000, -246.0000, 231.0000, 26.0000, 125, 125, 125
L -266.0000, 253.0000, 3.0000, -232.0000, 288.0000, 3.0000, 0, 0, 0
L -266.0000, 253.0000, 26.0000, -232.0000, 288.0000, 26.0000, 125, 125, 125
L -225.0000, 287.0000, 3.0000, -260.0000, 253.0000, 3.0000, 0, 0, 0
L -355.0000, 351.0000, 3.0000, -311.0000, 307.0000, 3.0000, 0, 0, 0
L -355.0000, 351.0000, 26.0000, -311.0000, 307.0000, 26.0000, 125, 125, 125
L -311.0000, 307.0000, 3.0000, -295.0000, 323.0000, 3.0000, 0, 0, 0
L -311.0000, 307.0000, 26.0000, -295.0000, 323.0000, 26.0000, 125, 125, 125
L -316.0000, 351.0000, 3.0000, -296.0000, 332.0000, 3.0000, 0, 0, 0
L -292.0000, 336.0000, 3.0000, -284.0000, 328.0000, 3.0000, 0, 0, 0
L -295.1081, 306.8919, 3.0000, -303.0000, 299.0000, 3.0000, 0, 0, 0
L -311.0000, 300.0000, 3.0000, -362.0000, 351.0000, 3.0000, 0, 0, 0
L -362.0000, 351.0000, 3.0000, -288.0000, 424.0000, 3.0000, 0, 0, 0
L -288.0000, 424.0000, 3.0000, -242.0000, 377.0000, 3.0000, 0, 0, 0
L -242.0000, 377.0000, 3.0000, -242.0000, 380.0000, 3.0000, 0, 0, 0
L -242.0000, 380.0000, 3.0000, -234.0000, 380.0000, 3.0000, 0, 0, 0
L -234.0000, 369.0000, 3.0000, -224.0000, 359.0000, 3.0000, 0, 0, 0
L -224.0000, 359.0000, 3.0000, -254.0000, 329.0000, 3.0000, 0, 0, 0
L -254.0000, 329.0000, 3.0000, -269.0000, 343.0000, 3.0000, 0, 0, 0
L -277.0000, 351.0000, 3.0000, -297.0000, 370.0000, 3.0000, 0, 0, 0
L -297.0000, 377.0000, 3.0000, -254.0000, 335.0000, 3.0000, 0, 0, 0
L -297.0000, 377.0000, 26.0000, -254.0000, 335.0000, 26.0000, 125, 125, 125
L -254.0000, 335.0000, 3.0000, -231.0000, 359.0000, 3.0000, 0, 0, 0
L -254.0000, 335.0000, 26.0000, -231.0000, 359.0000, 26.0000, 125, 125, 125
L -248.0000, 359.0000, 3.0000, -283.0326, 395.0058, 3.0000, 204, 51, 0
L -231.0000, 359.0000, 3.0000, -239.1424, 367.0044, 3.0000, 0, 0, 0
L -231.0000, 359.0000, 26.0000, -239.1424, 367.0044, 26.0000, 125, 125, 125
L -290.0000, 417.0000, 3.0000, -355.0000, 351.0000, 3.0000, 0, 0, 0
L -290.0000, 417.0000, 26.0000, -355.0000, 351.0000, 26.0000, 125, 125, 125
L 230.0000, -145.0000, 3.0000, 257.0000, -145.0000, 3.0000, 0, 0, 0
L 230.0000, -145.0000, 26.0000, 273.0000, -145.0000, 26.0000, 125, 125, 125
L 257.0000, -145.0000, 3.0000, 257.0000, -150.0000, 3.0000, 0, 0, 0
L 225.0000, -90.0000, 3.0000, 208.0000, -90.0000, 3.0000, 0, 0, 0
L 208.0000, -90.0000, 3.0000, 208.0000, -130.0000, 3.0000, 0, 0, 0
L 176.0000, -130.0000, 3.0000, 176.0000, -57.0000, 3.0000, 0, 0, 0
L 278.0000, -117.0000, 3.0000, 278.0000, -150.0000, 3.0000, 0, 0, 0
L 273.0000, -145.0000, 3.0000, 273.0000, -62.0000, 3.0000, 0, 0, 0
L 273.0000, -145.0000, 26.0000, 273.0000, -62.0000, 26.0000, 125, 125, 125
L 273.0000, -62.0000, 3.0000, 180.0000, -62.0000, 3.0000, 0, 0, 0
L 273.0000, -62.0000, 26.0000, 180.0000, -62.0000, 26.0000, 125, 125, 125
L 180.0000, -62.0000, 3.0000, 180.0000, -125.0000, 3.0000, 0, 0, 0
L 180.0000, -62.0000, 26.0000, 180.0000, -125.0000, 26.0000, 125, 125, 125
L 180.0000, -125.0000, 3.0000, 203.0000, -125.0000, 3.0000, 0, 0, 0
L 180.0000, -125.0000, 26.0000, 203.0000, -125.0000, 26.0000, 125, 125, 125
L 203.0000, -125.0000, 3.0000, 203.0000, -86.2971, 3.0000, 0, 0, 0
L 203.0000, -125.0000, 26.0000, 203.0000, -86.2971, 26.0000, 125, 125, 125
L 203.0000, -69.0000, 3.0000, 247.0000, -69.0000, 3.0000, 204, 51, 0
L 247.0000, -69.0000, 3.0000, 247.0000, -117.0000, 3.0000, 204, 51, 0
L 230.0000, -86.2971, 3.0000, 230.0000, -117.0000, 3.0000, 0, 0, 0
L 230.0000, -86.2971, 26.0000, 230.0000, -117.0000, 26.0000, 125, 125, 125
L 374.0000, -114.0000, 3.0000, 374.0000, -62.0000, 3.0000, 0, 0, 0
L 374.0000, -114.0000, 26.0000, 374.0000, -62.0000, 26.0000, 125, 125, 125
L 326.0000, -31.0000, 3.0000, 311.0000, -31.0000, 3.0000, 0, 0, 0
L 326.0000, -31.0000, 26.0000, 311.0000, -31.0000, 26.0000, 125, 125, 125
L 311.0000, -31.0000, 3.0000, 311.0000, -114.0000, 3.0000, 0, 0, 0
L 311.0000, -31.0000, 26.0000, 311.0000, -114.0000, 26.0000, 125, 125, 125
L 311.0000, -114.0000, 3.0000, 316.0000, -114.0000, 3.0000, 0, 0, 0
L 316.0000, -114.0000, 3.0000, 316.0000, -119.0000, 3.0000, 0, 0, 0
L 306.0000, -106.0000, 3.0000, 306.0000, -27.0000, 3.0000, 0, 0, 0
L 379.0000, -27.0000, 3.0000, 379.0000, -31.0000, 3.0000, 0, 0, 0
L 334.0000, -114.0000, 3.0000, 374.0000, -114.0000, 3.0000, 0, 0, 0
L 311.0000, -114.0000, 26.0000, 374.0000, -114.0000, 26.0000, 125, 125, 125
L 305.0000, -167.0000, 3.0000, 305.0000, -147.0000, 3.0000, 0, 0, 0
L 305.0000, -147.0000, 3.0000, 337.0000, -147.0000, 3.0000, 0, 0, 0
L 347.0000, -147.0000, 3.0000, 377.0000, -147.0000, 3.0000, 0, 0, 0
L 377.0000, -147.0000, 3.0000, 377.0000, -239.0000, 3.0000, 0, 0, 0
L 377.0000, -239.0000, 3.0000, 371.0000, -239.0000, 3.0000, 0, 0, 0
L 373.0000, -235.0000, 3.0000, 373.0000, -152.0000, 3.0000, 0, 0, 0
L 373.0000, -152.0000, 3.0000, 310.0000, -152.0000, 3.0000, 0, 0, 0
L 340.0000, -185.0000, 3.0000, 340.0000, -235.0000, 3.0000, 0, 0, 0
L 340.0000, -235.0000, 3.0000, 361.0000, -235.0000, 3.0000, 0, 0, 0
L 361.0000, -235.0000, 3.0000, 361.0000, -239.0000, 3.0000, 0, 0, 0
L 335.0000, -239.0000, 3.0000, 335.0000, -190.0000, 3.0000, 0, 0, 0
L 335.0000, -190.0000, 3.0000, 310.0000, -190.0000, 3.0000, 0, 0, 0
L 290.0000, -244.0000, 3.0000, 279.0000, -244.0000, 3.0000, 0, 0, 0
L 215.0000, -197.0000, 3.0000, 265.0000, -197.0000, 3.0000, 0, 0, 0
L 270.0000, -202.0000, 3.0000, 220.0000, -202.0000, 3.0000, 0, 0, 0
L 270.0000, -202.0000, 26.0000, 220.0000, -202.0000, 26.0000, 125, 125, 125
L 220.0000, -202.0000, 3.0000, 220.0000, -235.0000, 3.0000, 0, 0, 0
L 220.0000, -202.0000, 26.0000, 220.0000, -235.0000, 26.0000, 125, 125, 125
L 220.0000, -235.0000, 3.0000, 256.0000, -235.0000, 3.0000, 0, 0, 0
L 220.0000, -235.0000, 26.0000, 256.0000, -235.0000, 26.0000, 125, 125, 125
L 305.0000, -172.0000, 3.0000, 270.0000, -172.0000, 3.0000, 0, 0, 0
L 305.0000, -172.0000, 26.0000, 270.0000, -172.0000, 26.0000, 125, 125, 125
L 265.0000, -167.0000, 3.0000, 305.0000, -167.0000, 3.0000, 0, 0, 0
L 66.0000, -303.0000, 3.0000, 46.0000, -282.0000, 3.0000, 0, 0, 0
L 46.0000, -282.0000, 3.0000, 75.0000, -252.0000, 3.0000, 0, 0, 0
L 75.0000, -252.0000, 3.0000, 119.9778, -296.0000, 3.0000, 0, 0, 0
L 122.0000, -308.0000, 3.0000, 69.6557, -360.3443, 3.0000, 0, 0, 0
L 57.0000, -364.0000, 3.0000, 60.0000, -360.0000, 3.0000, 0, 0, 0
L 60.0000, -360.0000, 3.0000, 61.0000, -361.0000, 3.0000, 0, 0, 0
L 61.0000, -361.0000, 3.0000, 120.0000, -303.0000, 3.0000, 0, 0, 0
L 120.0000, -303.0000, 3.0000, 120.0000, -302.0000, 3.0000, 0, 0, 0
L 120.0000, -302.0000, 3.0000, 76.0000, -258.0000, 3.0000, 0, 0, 0
L 76.0000, -258.0000, 3.0000, 52.0000, -281.0000, 3.0000, 0, 0, 0
L 52.0000, -281.0000, 3.0000, 73.0000, -303.0000, 3.0000, 0, 0, 0
L 73.0000, -303.0000, 3.0000, 38.0000, -338.0000, 3.0000, 0, 0, 0
L 38.0000, -338.0000, 3.0000, 53.0000, -353.0000, 3.0000, 0, 0, 0
L 53.0000, -353.0000, 3.0000, 50.0000, -357.0000, 3.0000, 0, 0, 0
L 32.0000, -339.0000, 3.0000, 66.0000, -303.0000, 3.0000, 0, 0, 0
L -40.0000, -470.0000, 3.0000, 9.0000, -470.0000, 3.0000, 0, 0, 0
L -40.0000, -470.0000, 26.0000, 9.0000, -470.0000, 26.0000, 125, 125, 125
L 9.0000, -455.0000, 3.0000, 28.0000, -455.0000, 3.0000, 204, 51, 0
L 28.0000, -455.0000, 3.0000, 28.0000, -422.0000, 3.0000, 204, 51, 0
L 42.0000, -422.0000, 3.0000, 42.0000, -407.0000, 3.0000, 0, 0, 0
L 42.0000, -422.0000, 26.0000, 42.0000, -407.0000, 26.0000, 125, 125, 125
L 42.0000, -407.0000, 3.0000, -40.0000, -407.0000, 3.0000, 0, 0, 0
L 42.0000, -407.0000, 26.0000, -40.0000, -407.0000, 26.0000, 125, 125, 125
L 47.0000, -474.0000, 3.0000, -45.0000, -474.0000, 3.0000, 0, 0, 0
L 68.0000, -401.0000, 3.0000, 68.0000, -444.0000, 3.0000, 0, 0, 0
L 68.0000, -444.0000, 3.0000, 160.0000, -444.0000, 3.0000, 0, 0, 0
L 160.0000, -444.0000, 3.0000, 160.0000, -401.0000, 3.0000, 0, 0, 0
L 160.0000, -389.0000, 3.0000, 160.0000, -371.0000, 3.0000, 0, 0, 0
L 122.0000, -376.0000, 3.0000, 155.0000, -376.0000, 3.0000, 0, 0, 0
L 155.0000, -376.0000, 3.0000, 155.0000, -439.0000, 3.0000, 0, 0, 0
L 155.0000, -439.0000, 3.0000, 72.0000, -439.0000, 3.0000, 0, 0, 0
L 72.0000, -439.0000, 3.0000, 72.0000, -406.0000, 3.0000, 0, 0, 0
L 72.0000, -406.0000, 3.0000, 122.0000, -406.0000, 3.0000, 0, 0, 0
L 146.0000, -308.0000, 3.0000, 150.0000, -308.0000, 3.0000, 0, 0, 0
L 150.0000, -335.0000, 3.0000, 192.0000, -335.0000, 3.0000, 0, 0, 0
L 204.0000, -335.0000, 3.0000, 231.0000, -335.0000, 3.0000, 0, 0, 0
L 242.0000, -325.0000, 3.0000, 249.0000, -325.0000, 3.0000, 0, 0, 0
L 249.0000, -325.0000, 3.0000, 249.0000, -314.0000, 3.0000, 0, 0, 0
L 150.0000, -271.0000, 3.0000, 155.0000, -271.0000, 3.0000, 0, 0, 0
L 155.0000, -267.0000, 3.0000, 238.0000, -267.0000, 3.0000, 0, 0, 0
L 155.0000, -267.0000, 26.0000, 238.0000, -267.0000, 26.0000, 125, 125, 125
L 204.0000, -330.0000, 3.0000, 155.0000, -330.0000, 3.0000, 0, 0, 0
L 204.0000, -330.0000, 26.0000, 155.0000, -330.0000, 26.0000, 125, 125, 125
L 276.0000, -272.0000, 3.0000, 276.0000, -335.0000, 3.0000, 0, 0, 0
L 276.0000, -272.0000, 26.0000, 276.0000, -335.0000, 26.0000, 125, 125, 125
L 276.0000, -335.0000, 3.0000, 299.0000, -335.0000, 3.0000, 0, 0, 0
L 276.0000, -335.0000, 26.0000, 299.0000, -335.0000, 26.0000, 125, 125, 125
L 304.0000, -300.0000, 3.0000, 304.0000, -329.0000, 3.0000, 0, 0, 0
L 304.0000, -329.0000, 3.0000, 309.0000, -329.0000, 3.0000, 0, 0, 0
L 271.0000, -325.0000, 3.0000, 266.0000, -325.0000, 3.0000, 0, 0, 0
L 332.0000, -360.0000, 3.0000, 331.9949, -359.8975, 3.0000, 0, 0, 0
L 326.0000, -329.0000, 3.0000, 331.0000, -329.0000, 3.0000, 0, 0, 0
L 331.0000, -300.0000, 3.0000, 326.0000, -300.0000, 3.0000, 0, 0, 0
L 336.0000, -296.0000, 3.0000, 336.0000, -355.0000, 3.0000, 0, 0, 0
L 336.0000, -296.0000, 26.0000, 336.0000, -355.0000, 26.0000, 125, 125, 125
L 336.0000, -355.0000, 3.0000, 369.0000, -355.0000, 3.0000, 0, 0, 0
L 336.0000, -355.0000, 26.0000, 369.0000, -355.0000, 26.0000, 125, 125, 125
L 369.0000, -355.0000, 3.0000, 369.0000, -343.0000, 3.0000, 0, 0, 0
L 369.0000, -355.0000, 26.0000, 369.0000, -343.0000, 26.0000, 125, 125, 125
L 357.0000, -343.0000, 3.0000, 357.0000, -296.0000, 3.0000, 204, 51, 0
L 369.0000, -296.0000, 3.0000, 369.0000, -272.0000, 3.0000, 0, 0, 0
L 369.0000, -296.0000, 26.0000, 369.0000, -272.0000, 26.0000, 125, 125, 125
L 369.0000, -272.0000, 3.0000, 276.0000, -272.0000, 3.0000, 0, 0, 0
L 369.0000, -272.0000, 26.0000, 276.0000, -272.0000, 26.0000, 125, 125, 125
L 347.0000, -382.0000, 3.0000, 358.0000, -382.0000, 3.0000, 0, 0, 0
L 358.0000, -388.0000, 3.0000, 380.0000, -388.0000, 3.0000, 0, 0, 0
L 297.0000, -456.0000, 3.0000, 332.0000, -456.0000, 3.0000, 0, 0, 0
L 297.0000, -456.0000, 26.0000, 332.0000, -456.0000, 26.0000, 125, 125, 125
L 379.0000, -419.0000, 3.0000, 379.0000, -393.0000, 3.0000, 0, 0, 0
L 379.0000, -419.0000, 26.0000, 379.0000, -393.0000, 26.0000, 125, 125, 125
L 379.0000, -393.0000, 3.0000, 347.0000, -393.0000, 3.0000, 0, 0, 0
L 379.0000, -393.0000, 26.0000, 347.0000, -393.0000, 26.0000, 125, 125, 125
L 297.0000, -423.0000, 3.0000, 297.0000, -444.0000, 3.0000, 0, 0, 0
L 297.0000, -423.0000, 26.0000, 297.0000, -456.0000, 26.0000, 125, 125, 125
L 297.0000, -444.0000, 3.0000, 291.0000, -444.0000, 3.0000, 0, 0, 0
L 196.0000, -431.0000, 3.0000, 231.0000, -431.0000, 3.0000, 0, 0, 0
L 196.0000, -431.0000, 26.0000, 231.0000, -431.0000, 26.0000, 125, 125, 125
L 235.5197, -436.0000, 3.0000, 192.0000, -436.0000, 3.0000, 0, 0, 0
L 204.0000, -363.0000, 3.0000, 231.0000, -363.0000, 3.0000, 0, 0, 0
L 283.0000, -363.0000, 3.0000, 283.0000, -406.0000, 3.0000, 0, 0, 0
L 283.0000, -406.0000, 3.0000, 235.5197, -406.0000, 3.0000, 0, 0, 0
L 279.0000, -401.0000, 3.0000, 279.0000, -368.0000, 3.0000, 0, 0, 0
L 279.0000, -401.0000, 26.0000, 279.0000, -368.0000, 26.0000, 125, 125, 125
L 279.0000, -368.0000, 3.0000, 242.2788, -368.0000, 3.0000, 0, 0, 0
L 279.0000, -368.0000, 26.0000, 242.2788, -368.0000, 26.0000, 125, 125, 125
L 210.0000, -383.0000, 3.0000, 210.0000, -406.0000, 3.0000, 204, 51, 0
L 196.0000, -406.0000, 3.0000, 196.0000, -431.0000, 3.0000, 0, 0, 0
L 196.0000, -406.0000, 26.0000, 196.0000, -431.0000, 26.0000, 125, 125, 125
L -325.0000, -118.0000, 3.0000, -359.0000, -118.0000, 3.0000, 0, 0, 0
L -325.0000, -118.0000, 26.0000, -359.0000, -118.0000, 26.0000, 125, 125, 125
L -359.0000, -168.0000, 3.0000, -359.0000, -118.0000, 3.0000, 0, 0, 0
L -359.0000, -168.0000, 26.0000, -359.0000, -118.0000, 26.0000, 125, 125, 125
L 196.0000, -406.0000, 3.0000, 196.0000, -368.0000, 3.0000, 0, 0, 0
L 196.0000, -406.0000, 26.0000, 196.0000, -368.0000, 26.0000, 125, 125, 125
L 256.0000, -235.0000, 3.0000, 305.0000, -235.0000, 3.0000, 0, 0, 0
L 256.0000, -235.0000, 26.0000, 305.0000, -235.0000, 26.0000, 125, 125, 125
L 326.0000, -31.0000, 3.0000, 374.0000, -31.0000, 3.0000, 0, 0, 0
L 326.0000, -31.0000, 26.0000, 374.0000, -31.0000, 26.0000, 125, 125, 125
L 379.1250, -31.0000, 3.0000, 379.2010, -62.0000, 3.0000, 0, 0, 0
L 379.0000, -31.0000, 3.0000, 379.0000, -62.0000, 3.0000, 0, 0, 0
L 379.0000, -31.0000, 3.0000, 379.1250, -31.0000, 3.0000, 0, 0, 0
L 361.0000, 54.0000, 3.0000, 361.0000, 6.0000, 3.0000, 0, 0, 0
L 361.0000, 54.0000, 26.0000, 361.0000, 6.0000, 26.0000, 125, 125, 125
L 326.0000, 6.0000, 3.0000, 361.0000, 6.0000, 3.0000, 0, 0, 0
L 326.0000, 6.0000, 26.0000, 361.0000, 6.0000, 26.0000, 125, 125, 125
L 378.0000, 428.0000, 3.0000, 379.1250, -31.0000, 3.0000, 125, 125, 125
L 324.0000, 106.0000, 3.0000, 372.0000, 106.0000, 3.0000, 0, 0, 0
L 324.0000, 106.0000, 26.0000, 372.0000, 106.0000, 26.0000, 125, 125, 125
L 295.0000, 372.0000, 3.0000, 295.0000, 406.0000, 3.0000, 0, 0, 0
L 295.0000, 372.0000, 26.0000, 295.0000, 406.0000, 26.0000, 125, 125, 125
L 48.0000, 333.0000, 3.0000, 95.0000, 333.0000, 3.0000, 0, 0, 0
L 48.0000, 333.0000, 26.0000, 95.0000, 333.0000, 26.0000, 125, 125, 125
L -287.0000, 226.0000, 3.0000, -312.3061, 251.3061, 3.0000, 0, 0, 0
L -287.0000, 226.0000, 26.0000, -312.3061, 251.3061, 26.0000, 125, 125, 125
L -279.0000, 286.0000, 3.0000, -312.3061, 251.3061, 3.0000, 0, 0, 0
L -279.0000, 286.0000, 26.0000, -312.3061, 251.3061, 26.0000, 125, 125, 125
L -286.0000, 120.0000, 3.0000, -252.0000, 120.0000, 3.0000, 0, 0, 0
L -286.0000, 120.0000, 26.0000, -252.0000, 120.0000, 26.0000, 125, 125, 125
L -252.0000, 169.0000, 3.0000, -252.0000, 120.0000, 3.0000, 0, 0, 0
L -252.0000, 169.0000, 26.0000, -252.0000, 120.0000, 26.0000, 125, 125, 125
L 61.0000, 179.0000, 3.0000, 95.0000, 179.0000, 3.0000, 0, 0, 0
L 61.0000, 179.0000, 26.0000, 95.0000, 179.0000, 26.0000, 125, 125, 125
L -196.0000, 240.0000, 3.0000, -196.0000, 163.0000, 3.0000, 0, 0, 0
L -196.0000, 240.0000, 26.0000, -196.0000, 163.0000, 26.0000, 125, 125, 125
L 203.0000, -86.2971, 3.0000, 203.0000, -69.0000, 3.0000, 204, 51, 0
L 203.0000, -86.2971, 3.0000, 230.0000, -86.2971, 3.0000, 0, 0, 0
L 203.0000, -86.2971, 26.0000, 230.0000, -86.2971, 26.0000, 125, 125, 125
L 259.0000, 210.0000, 3.0000, 213.0000, 210.0000, 3.0000, 0, 0, 0
L 259.0000, 210.0000, 26.0000, 213.0000, 210.0000, 26.0000, 125, 125, 125
L -1.0000, -104.0000, 3.0000, 96.1853, -104.0000, 3.0000, 0, 0, 0
L -1.0000, -104.0000, 26.0000, 96.1853, -104.0000, 26.0000, 125, 125, 125
L 96.1853, -104.0000, 3.0000, 96.1853, -195.7701, 3.0000, 0, 0, 0
L 96.1853, -104.0000, 26.0000, 96.1853, -195.7701, 26.0000, 125, 125, 125
L 96.1853, -195.7701, 3.0000, -3.1433, -195.7701, 3.0000, 0, 0, 0
L 96.1853, -195.7701, 26.0000, -3.1433, -195.7701, 26.0000, 125, 125, 125
L -3.1433, -195.7701, 3.0000, -3.0000, -179.0000, 3.0000, 204, 51, 0
L 332.0000, -456.0000, 3.0000, 379.0000, -456.0000, 3.0000, 0, 0, 0
L 332.0000, -456.0000, 26.0000, 379.0000, -456.0000, 26.0000, 125, 125, 125
L 379.0000, -419.0000, 3.0000, 379.0000, -456.0000, 3.0000, 0, 0, 0
L 379.0000, -419.0000, 26.0000, 379.0000, -456.0000, 26.0000, 125, 125, 125
L 380.0000, -388.0000, 3.0000, 380.0000, -461.0000, 3.0000, 0, 0, 0
L 291.0000, -419.0000, 3.0000, 291.0000, -444.0000, 3.0000, 0, 0, 0
L 291.0000, -454.0000, 3.0000, 291.0000, -461.0000, 3.0000, 0, 0, 0
L 297.0000, -454.0000, 3.0000, 291.0000, -454.0000, 3.0000, 0, 0, 0
L 297.0000, -454.0000, 3.0000, 297.0000, -456.0000, 3.0000, 0, 0, 0
L -325.0000, -118.0000, 3.0000, -325.0000, -133.0000, 3.0000, 204, 51, 0
L -345.0000, -133.0000, 3.0000, -345.0000, -168.0000, 3.0000, 204, 51, 0
L -359.0000, -168.0000, 3.0000, -345.0000, -168.0000, 3.0000, 204, 51, 0
L -252.0000, 169.0000, 3.0000, -266.0000, 169.0000, 3.0000, 204, 51, 0
L -239.1424, 367.0044, 3.0000, -275.1776, 402.4288, 3.0000, 0, 0, 0
L -248.0000, 359.0000, 3.0000, -239.1424, 367.0044, 3.0000, 204, 51, 0
L -302.0000, 365.0000, 3.0000, -305.9301, 368.9301, 3.0000, 0, 0, 0
L -297.0000, 370.0000, 3.0000, -302.0000, 365.0000, 3.0000, 0, 0, 0
L -310.5000, 356.5000, 3.0000, -316.0000, 351.0000, 3.0000, 0, 0, 0
L -310.5000, 356.5000, 3.0000, -314.8601, 360.8601, 3.0000, 0, 0, 0
L -295.0000, 323.0000, 3.0000, -323.2175, 353.3077, 3.0000, 0, 0, 0
L -295.0000, 323.0000, 26.0000, -323.2175, 353.3077, 26.0000, 125, 125, 125
L -276.0000, -118.0000, 3.0000, -276.0000, -158.0000, 3.0000, 0, 0, 0
L -276.0000, -118.0000, 26.0000, -276.0000, -181.0000, 26.0000, 125, 125, 125
L -272.0000, -113.0000, 3.0000, -271.0000, -113.0000, 3.0000, 0, 0, 0
L -276.0000, -176.0000, 3.0000, -276.0000, -181.0000, 3.0000, 0, 0, 0
L -271.0000, -176.0000, 3.0000, -276.0000, -176.0000, 3.0000, 0, 0, 0
L -271.0000, -158.0000, 3.0000, -271.0000, -113.0000, 3.0000, 0, 0, 0
L 192.0000, -340.0000, 3.0000, 204.0000, -340.0000, 3.0000, 0, 0, 0
L 231.0000, -340.0000, 3.0000, 242.0000, -340.0000, 3.0000, 0, 0, 0
L 271.0000, -340.0000, 3.0000, 309.0000, -340.0000, 3.0000, 0, 0, 0
L 326.0000, -340.0000, 3.0000, 331.0000, -340.0000, 3.0000, 0, 0, 0
L 231.0000, -335.0000, 3.0000, 231.0000, -340.0000, 3.0000, 0, 0, 0
L 242.2788, -368.0000, 3.0000, 196.0000, -368.0000, 3.0000, 0, 0, 0
L 242.2788, -368.0000, 26.0000, 196.0000, -368.0000, 26.0000, 125, 125, 125
L 244.0000, -363.0000, 3.0000, 283.0000, -363.0000, 3.0000, 0, 0, 0
L 244.0000, -363.0000, 3.0000, 242.2788, -363.0000, 3.0000, 0, 0, 0
L 242.2788, -363.0000, 3.0000, 242.2788, -360.0000, 3.0000, 0, 0, 0
L 192.0000, -436.0000, 3.0000, 192.0000, -401.0000, 3.0000, 0, 0, 0
L 192.0000, -389.0000, 3.0000, 192.0000, -360.0000, 3.0000, 0, 0, 0
L 192.0000, -340.0000, 3.0000, 192.0000, -335.0000, 3.0000, 0, 0, 0
L 160.0000, -389.0000, 3.0000, 166.0000, -389.0000, 3.0000, 0, 0, 0
L 186.0000, -389.0000, 3.0000, 192.0000, -389.0000, 3.0000, 0, 0, 0
L 186.0000, -401.0000, 3.0000, 192.0000, -401.0000, 3.0000, 0, 0, 0
L 186.0000, -401.0000, 3.0000, 186.0000, -389.0000, 3.0000, 0, 0, 0
L 166.0000, -401.0000, 3.0000, 166.0000, -390.0000, 3.0000, 0, 0, 0
L 166.0000, -390.0000, 3.0000, 166.0000, -389.0000, 3.0000, 0, 0, 0
L 227.0000, 177.0000, 3.0000, 227.0000, 196.0000, 3.0000, 204, 51, 0
L 213.0000, 177.0000, 3.0000, 213.0000, 210.0000, 3.0000, 0, 0, 0
L 213.0000, 177.0000, 26.0000, 213.0000, 210.0000, 26.0000, 125, 125, 125
L 227.0000, 177.0000, 3.0000, 213.0000, 177.0000, 3.0000, 204, 51, 0
L 334.0000, 167.0000, 3.0000, 338.0000, 167.0000, 3.0000, 0, 0, 0
L 338.0000, 140.0000, 3.0000, 338.0000, 150.0000, 3.0000, 0, 0, 0
L 338.0000, 140.0000, 26.0000, 338.0000, 169.0000, 26.0000, 125, 125, 125
L 338.0000, 167.0000, 3.0000, 338.0000, 169.0000, 3.0000, 0, 0, 0
L 334.0000, 167.0000, 3.0000, 334.0000, 173.0000, 3.0000, 0, 0, 0
L 298.0000, 172.0000, 3.0000, 301.0000, 172.0000, 3.0000, 0, 0, 0
L 251.0000, 150.0000, 3.0000, 246.0000, 150.0000, 3.0000, 0, 0, 0
L 334.0000, 150.0000, 3.0000, 338.0000, 150.0000, 3.0000, 0, 0, 0
L 334.0000, 150.0000, 3.0000, 334.0000, 144.0000, 3.0000, 0, 0, 0
