P -900, -400, -259, 102, 0, 204, 2, Basement
P -900, -300, -7, 0, 0, 0, 2, First_Floor
P -900, -200, 129, 0, 204, 204, 2, Second_Floor
P -900, -100, 256, 0, 204, 0, 2, Third_Floor
L -163.1, 1007.1, 266.0, -183.9, 1007.1, 266.0, 0, 204, 0
L -112.9, 1007.1, 266.0, -112.9, 1027.9, 266.0, 0, 204, 0
L -112.9, 1027.9, 266.0, -92.1, 1027.9, 266.0, 0, 204, 0
L -92.1, 1027.9, 266.0, -92.1, 1007.1, 266.0, 0, 204, 0
L -92.1, 1007.1, 266.0, -112.9, 1007.1, 266.0, 0, 204, 0
L -112.9, 953.9, 266.0, -92.1, 953.9, 266.0, 0, 204, 0
L -92.1, 953.9, 266.0, -92.1, 933.1, 266.0, 0, 204, 0
L -92.1, 933.1, 266.0, -112.9, 933.1, 266.0, 0, 204, 0
L -112.9, 933.1, 266.0, -112.9, 953.9, 266.0, 0, 204, 0
L -112.9, 892.4, 266.0, -92.1, 892.4, 266.0, 0, 204, 0
L -92.1, 892.4, 266.0, -92.1, 871.6, 266.0, 0, 204, 0
L -92.1, 871.6, 266.0, -112.9, 871.6, 266.0, 0, 204, 0
L -112.9, 871.6, 266.0, -112.9, 892.4, 266.0, 0, 204, 0
L -112.9, 830.4, 266.0, -92.1, 830.4, 266.0, 0, 204, 0
L -92.1, 830.4, 266.0, -92.1, 809.6, 266.0, 0, 204, 0
L -92.1, 809.6, 266.0, -112.9, 809.6, 266.0, 0, 204, 0
L -112.9, 809.6, 266.0, -112.9, 830.4, 266.0, 0, 204, 0
L -112.9, 756.4, 266.0, -92.1, 756.4, 266.0, 0, 204, 0
L -92.1, 756.4, 266.0, -92.1, 735.6, 266.0, 0, 204, 0
L -92.1, 735.6, 266.0, -112.9, 735.6, 266.0, 0, 204, 0
L -112.9, 735.6, 266.0, -112.9, 756.4, 266.0, 0, 204, 0
L -537.4, 232.6, -8.0, -537.4, 213.4, -8.0, 0, 0, 0
L -537.4, 213.4, -8.0, -556.6, 213.4, -8.0, 0, 0, 0
L -556.6, 213.4, -8.0, -556.6, 232.6, -8.0, 0, 0, 0
L -556.6, 232.6, -8.0, -537.4, 232.6, -8.0, 0, 0, 0
L -510.1, 213.4, -8.0, -510.1, 232.2, -8.0, 0, 0, 0
L -510.1, 232.2, -8.0, -490.9, 232.3, -8.0, 0, 0, 0
L -490.9, 232.3, -8.0, -490.9, 213.4, -8.0, 0, 0, 0
L -490.9, 213.4, -8.0, -510.1, 213.4, -8.0, 0, 0, 0
L -510.1, 172.6, -8.0, -490.9, 172.6, -8.0, 0, 0, 0
L -490.9, 172.6, -8.0, -490.9, 153.4, -8.0, 0, 0, 0
L -490.9, 153.4, -8.0, -510.1, 153.4, -8.0, 0, 0, 0
L -510.1, 153.4, -8.0, -510.1, 172.6, -8.0, 0, 0, 0
L -537.4, 172.6, -8.0, -537.4, 153.4, -8.0, 0, 0, 0
L -537.4, 153.4, -8.0, -556.6, 153.4, -8.0, 0, 0, 0
L -556.6, 153.4, -8.0, -556.6, 172.6, -8.0, 0, 0, 0
L -556.6, 172.6, -8.0, -537.4, 172.6, -8.0, 0, 0, 0
L -583.9, 172.6, -8.0, -583.9, 153.4, -8.0, 0, 0, 0
L -583.9, 153.4, -8.0, -603.1, 153.4, -8.0, 0, 0, 0
L -603.1, 153.4, -8.0, -603.1, 172.6, -8.0, 0, 0, 0
L -603.1, 172.6, -8.0, -583.9, 172.6, -8.0, 0, 0, 0
L -603.1, 213.4, -8.0, -583.9, 213.4, -8.0, 0, 0, 0
L -583.9, 213.4, -8.0, -583.9, 232.6, -8.0, 0, 0, 0
L -583.9, 232.6, -8.0, -603.1, 232.6, -8.0, 0, 0, 0
L -603.1, 232.6, -8.0, -603.1, 213.4, -8.0, 0, 0, 0
L -320.4, -351.1, -250.0, -320.4, -401.1, -250.5, 150, 150, 150
L -320.4, -401.1, -250.5, -337.6, -401.1, -259.8, 150, 150, 150
L -270.4, -333.9, -259.3, -270.4, -351.1, -250.0, 150, 150, 150
L -270.4, -351.1, -250.0, -320.4, -351.1, -250.0, 150, 150, 150
L -320.4, -418.9, -250.0, -320.4, -468.9, -250.0, 150, 150, 150
L -320.4, -468.9, -250.0, -202.6, -468.9, -250.0, 150, 150, 150
L -202.6, -468.9, -250.0, -202.6, -418.9, -250.0, 150, 150, 150
L -202.6, -418.9, -250.0, -185.4, -418.9, -259.8, 150, 150, 150
L -337.6, -418.9, -259.7, -320.4, -418.9, -250.0, 150, 150, 150
L -185.4, -401.1, -259.8, -202.6, -401.1, -250.0, 150, 150, 150
L -202.6, -401.1, -250.0, -202.6, -351.1, -250.0, 150, 150, 150
L -202.6, -351.1, -250.0, -251.8, -351.1, -250.0, 150, 150, 150
L -252.6, -359.6, -250.0, -211.1, -359.6, -250.0, 102, 0, 204
L -211.1, -359.6, -250.0, -211.1, -401.1, -250.0, 102, 0, 204
L -211.1, -401.1, -250.0, -232.6, -401.1, -250.0, 102, 0, 204
L -232.6, -401.1, -250.0, -232.6, -381.1, -250.0, 102, 0, 204
L -232.6, -381.1, -250.0, -252.6, -381.1, -250.0, 102, 0, 204
L -252.6, -381.1, -250.0, -252.6, -359.6, -250.0, 102, 0, 204
L -232.6, -418.9, -250.0, -211.1, -418.9, -250.0, 102, 0, 204
L -211.1, -418.9, -250.0, -211.1, -460.4, -250.0, 102, 0, 204
L -211.1, -460.4, -250.0, -252.6, -460.5, -250.0, 102, 0, 204
L -252.6, -460.5, -250.0, -252.6, -438.9, -250.0, 102, 0, 204
L -252.6, -438.9, -250.0, -232.6, -438.9, -250.0, 102, 0, 204
L -232.6, -438.9, -250.0, -232.6, -418.9, -250.0, 102, 0, 204
L -270.4, -438.9, -250.0, -270.4, -460.5, -250.0, 102, 0, 204
L -270.4, -460.5, -250.0, -311.9, -460.5, -250.0, 102, 0, 204
L -311.9, -460.5, -250.0, -311.9, -418.9, -250.0, 102, 0, 204
L -311.9, -418.9, -250.0, -290.4, -418.9, -250.0, 102, 0, 204
L -290.4, -418.9, -250.0, -290.4, -438.9, -250.0, 102, 0, 204
L -290.4, -438.9, -250.0, -270.4, -438.9, -250.0, 102, 0, 204
L -290.4, -381.1, -250.0, -270.4, -381.1, -250.0, 102, 0, 204
L -270.4, -381.1, -250.0, -270.4, -359.5, -250.0, 102, 0, 204
L -270.4, -359.5, -250.0, -311.9, -359.5, -250.0, 102, 0, 204
L -311.9, -359.5, -250.0, -311.9, -401.1, -250.0, 102, 0, 204
L -311.9, -401.1, -250.0, -290.4, -401.1, -250.0, 102, 0, 204
L -290.4, -401.1, -250.0, -290.4, -381.1, -250.0, 102, 0, 204
L -256.9, -398.0, -253.5, -252.3, -400.8, -253.5, 0, 0, 255
L -252.3, -400.8, -253.5, -249.5, -405.4, -253.5, 0, 0, 255
L -249.5, -405.4, -253.5, -248.1, -410.0, -253.5, 0, 0, 255
L -248.1, -410.0, -253.5, -249.5, -414.5, -253.5, 0, 0, 255
L -249.5, -414.5, -253.5, -252.3, -419.2, -253.5, 0, 0, 255
L -252.3, -419.2, -253.5, -256.9, -422.0, -253.5, 0, 0, 255
L -256.9, -422.0, -253.5, -261.5, -423.4, -253.5, 0, 0, 255
L -261.5, -423.4, -253.5, -266.0, -422.0, -253.5, 0, 0, 255
L -266.0, -422.0, -253.5, -270.7, -419.2, -253.5, 0, 0, 255
L -270.7, -419.2, -253.5, -273.5, -414.5, -253.5, 0, 0, 255
L -273.5, -414.5, -253.5, -274.9, -410.0, -253.5, 0, 0, 255
L -274.9, -410.0, -253.5, -273.4, -405.3, -253.5, 0, 0, 255
L -273.4, -405.3, -253.5, -270.7, -400.8, -253.5, 0, 0, 255
L -270.7, -400.8, -253.5, -266.0, -398.0, -253.5, 0, 0, 255
L -261.5, -396.6, -253.5, -256.9, -398.0, -253.5, 0, 0, 255
L -266.0, -398.0, -253.5, -261.5, -396.6, -253.5, 0, 0, 255
L 142.6, -514.9, -259.5, 142.6, -553.1, -259.5, 102, 0, 204
L 115.6, -514.9, -259.5, 142.6, -514.9, -259.5, 102, 0, 204
L 116.0, -505.4, -260.0, 152.1, -505.4, -260.0, 102, 0, 204
L 152.1, -505.4, -260.0, 152.1, -562.6, -260.0, 102, 0, 204
L -9.6, 154.1, 8.0, -28.4, 154.1, 8.0, 0, 0, 0
L -28.4, 154.1, 8.0, -28.4, 172.9, 8.0, 0, 0, 0
L -28.4, 172.9, 8.0, -9.6, 172.9, 8.0, 0, 0, 0
L -9.6, 172.9, 8.0, -9.6, 154.1, 8.0, 0, 0, 0
L -9.6, 200.6, 8.0, -28.4, 200.6, 8.0, 0, 0, 0
L -28.4, 200.6, 8.0, -28.4, 219.4, 8.0, 0, 0, 0
L -28.4, 219.4, 8.0, -9.6, 219.4, 8.0, 0, 0, 0
L -9.6, 219.4, 8.0, -9.6, 200.6, 8.0, 0, 0, 0
L -9.6, 247.1, 8.0, -28.4, 247.1, 8.0, 0, 0, 0
L -28.4, 247.1, 8.0, -28.4, 265.9, 8.0, 0, 0, 0
L -28.4, 265.9, 8.0, -9.6, 265.9, 8.0, 0, 0, 0
L -9.6, 265.9, 8.0, -9.6, 247.1, 8.0, 0, 0, 0
L 31.6, 247.2, 8.0, 31.6, 265.9, 8.0, 0, 0, 0
L 31.6, 265.9, 8.0, 50.4, 265.9, 8.0, 0, 0, 0
L 50.4, 265.9, 8.0, 50.4, 247.1, 8.0, 0, 0, 0
L 50.4, 247.1, 8.0, 31.6, 247.2, 8.0, 0, 0, 0
L 31.6, 219.4, 8.0, 50.4, 219.4, 8.0, 0, 0, 0
L 50.4, 219.4, 8.0, 50.4, 200.6, 8.0, 0, 0, 0
L 50.4, 200.6, 8.0, 31.6, 200.6, 8.0, 0, 0, 0
L 31.6, 200.6, 8.0, 31.6, 219.4, 8.0, 0, 0, 0
L 31.6, 172.9, 8.0, 50.4, 172.9, 8.0, 0, 0, 0
L 50.4, 172.9, 8.0, 50.4, 154.1, 8.0, 0, 0, 0
L 50.4, 154.1, 8.0, 31.6, 154.1, 8.0, 0, 0, 0
L 31.6, 154.1, 8.0, 31.6, 172.9, 8.0, 0, 0, 0
L -142.9, 648.1, 137.0, -142.9, 659.9, 137.0, 0, 204, 204
L -142.9, 659.9, 137.0, -131.1, 659.9, 137.0, 0, 204, 204
L -131.1, 659.9, 137.0, -131.1, 648.1, 137.0, 0, 204, 204
L -131.1, 648.1, 137.0, -142.9, 648.1, 137.0, 0, 204, 204
L -142.9, 614.9, 137.0, -131.1, 614.9, 137.0, 0, 204, 204
L -131.1, 614.9, 137.0, -131.1, 603.1, 137.0, 0, 204, 204
L -131.1, 603.1, 137.0, -142.9, 603.1, 137.0, 0, 204, 204
L -142.9, 603.1, 137.0, -142.9, 614.9, 137.0, 0, 204, 204
L -481.6, 427.1, 137.0, -493.4, 427.1, 137.0, 0, 204, 204
L -493.4, 427.1, 137.0, -493.4, 438.9, 137.0, 0, 204, 204
L -493.4, 438.9, 137.0, -481.6, 438.9, 137.0, 0, 204, 204
L -481.6, 438.9, 137.0, -481.6, 427.1, 137.0, 0, 204, 204
L -451.6, 438.9, 137.0, -451.6, 427.1, 137.0, 0, 204, 204
L -451.6, 427.1, 137.0, -463.4, 427.1, 137.0, 0, 204, 204
L -463.4, 427.1, 137.0, -463.4, 438.9, 137.0, 0, 204, 204
L -463.4, 438.9, 137.0, -451.6, 438.9, 137.0, 0, 204, 204
L -451.6, 472.1, 137.0, -463.4, 472.1, 137.0, 0, 204, 204
L -463.4, 472.1, 137.0, -463.4, 483.9, 137.0, 0, 204, 204
L -463.4, 483.9, 137.0, -451.6, 483.9, 137.0, 0, 204, 204
L -451.6, 483.9, 137.0, -451.6, 472.1, 137.0, 0, 204, 204
L -481.6, 483.9, 137.0, -481.6, 472.1, 137.0, 0, 204, 204
L -481.6, 472.1, 137.0, -493.4, 472.1, 137.0, 0, 204, 204
L -493.4, 472.1, 137.0, -493.4, 483.9, 137.0, 0, 204, 204
L -493.4, 483.9, 137.0, -481.6, 483.9, 137.0, 0, 204, 204
L -511.6, 438.9, 137.0, -511.6, 427.1, 137.0, 0, 204, 204
L -511.6, 427.1, 137.0, -523.4, 427.1, 137.0, 0, 204, 204
L -523.4, 427.1, 137.0, -523.4, 438.9, 137.0, 0, 204, 204
L -523.4, 438.9, 137.0, -511.6, 438.9, 137.0, 0, 204, 204
L -511.6, 472.1, 137.0, -523.4, 472.1, 137.0, 0, 204, 204
L -523.4, 472.1, 137.0, -523.4, 483.9, 137.0, 0, 204, 204
L -523.4, 483.9, 137.0, -511.6, 483.9, 137.0, 0, 204, 204
L -511.6, 483.9, 137.0, -511.6, 472.1, 137.0, 0, 204, 204
L -358.6, -30.9, 129.0, -370.4, -30.9, 129.0, 0, 204, 204
L -370.4, -30.9, 129.0, -370.4, -19.1, 129.0, 0, 204, 204
L -370.4, -19.1, 129.0, -358.6, -19.1, 129.0, 0, 204, 204
L -358.6, -19.1, 129.0, -358.6, -30.9, 129.0, 0, 204, 204
L -370.4, -64.1, 129.0, -358.6, -64.1, 129.0, 0, 204, 204
L -358.6, -64.1, 129.0, -358.6, -75.9, 129.0, 0, 204, 204
L -358.6, -75.9, 129.0, -370.4, -75.9, 129.0, 0, 204, 204
L -370.4, -75.9, 129.0, -370.4, -64.1, 129.0, 0, 204, 204
L -372.5, -6.1, 129.0, -356.5, -5.4, 129.0, 255, 255, 0
L -356.5, -1.4, 129.0, -372.5, -1.8, 129.0, 255, 255, 0
L -497.3, -66.6, 129.0, -489.2, -66.6, 129.0, 0, 204, 204
L 65.0, 487.3, -248.0, 65.0, 481.7, -248.0, 205, 133, 63
L 68.0, 493.0, -248.0, 71.0, 493.0, -248.0, 102, 0, 204
L 68.0, 493.0, -248.0, 68.0, 487.3, -248.0, 205, 133, 63
L 65.0, 487.3, -248.0, 71.0, 487.3, -248.0, 205, 133, 63
L 65.0, 481.7, -248.0, 68.0, 481.7, -248.0, 205, 133, 63
L 68.0, 481.7, -248.0, 71.0, 481.7, -248.0, 205, 133, 63
L 68.0, 476.0, -248.0, 65.0, 476.0, -248.0, 102, 0, 204
L 68.0, 481.7, -248.0, 68.0, 476.0, -248.0, 205, 133, 63
L 71.0, 487.3, -248.0, 71.0, 481.7, -248.0, 205, 133, 63
L 85.0, 449.5, -248.0, 85.0, 453.0, -248.0, 102, 0, 204
L 85.0, 449.5, -248.0, 91.0, 449.5, -248.0, 205, 133, 63
L 91.0, 446.0, -248.0, 91.0, 453.0, -248.0, 205, 133, 63
L 91.0, 446.0, -248.0, 97.0, 446.0, -248.0, 205, 133, 63
L 91.0, 453.0, -248.0, 97.0, 453.0, -248.0, 205, 133, 63
L 97.0, 446.0, -248.0, 97.0, 449.5, -248.0, 205, 133, 63
L 97.0, 449.5, -248.0, 97.0, 453.0, -248.0, 205, 133, 63
L 103.0, 449.5, -248.0, 103.0, 446.0, -248.0, 102, 0, 204
L 97.0, 449.5, -248.0, 103.0, 449.5, -248.0, 205, 133, 63
L -75.0, 487.3, -248.0, -75.0, 481.7, -248.0, 205, 133, 63
L -71.5, 493.0, -248.0, -68.0, 493.0, -248.0, 102, 0, 204
L -71.5, 493.0, -248.0, -71.5, 487.3, -248.0, 205, 133, 63
L -75.0, 487.3, -248.0, -68.0, 487.3, -248.0, 205, 133, 63
L -75.0, 481.7, -248.0, -71.5, 481.7, -248.0, 205, 133, 63
L -71.5, 481.7, -248.0, -68.0, 481.7, -248.0, 205, 133, 63
L -71.5, 476.0, -248.0, -75.0, 476.0, -248.0, 102, 0, 204
L -71.5, 481.7, -248.0, -71.5, 476.0, -248.0, 205, 133, 63
L -68.0, 487.3, -248.0, -68.0, 481.7, -248.0, 205, 133, 63
L -107.0, 449.5, -248.0, -107.0, 453.0, -248.0, 102, 0, 204
L -107.0, 449.5, -248.0, -101.0, 449.5, -248.0, 205, 133, 63
L -101.0, 446.0, -248.0, -101.0, 453.0, -248.0, 205, 133, 63
L -101.0, 446.0, -248.0, -95.0, 446.0, -248.0, 205, 133, 63
L -101.0, 453.0, -248.0, -95.0, 453.0, -248.0, 205, 133, 63
L -95.0, 446.0, -248.0, -95.0, 449.5, -248.0, 205, 133, 63
L -95.0, 449.5, -248.0, -95.0, 453.0, -248.0, 205, 133, 63
L -89.0, 449.5, -248.0, -89.0, 446.0, -248.0, 102, 0, 204
L -95.0, 449.5, -248.0, -89.0, 449.5, -248.0, 205, 133, 63
L -433.0, 449.5, -248.0, -433.0, 446.0, -248.0, 102, 0, 204
L -433.0, 449.5, -248.0, -427.0, 449.5, -248.0, 205, 133, 63
L -427.0, 446.0, -248.0, -427.0, 453.0, -248.0, 205, 133, 63
L -427.0, 446.0, -248.0, -421.0, 446.0, -248.0, 205, 133, 63
L -427.0, 453.0, -248.0, -421.0, 453.0, -248.0, 205, 133, 63
L -421.0, 446.0, -248.0, -421.0, 449.5, -248.0, 205, 133, 63
L -421.0, 449.5, -248.0, -421.0, 453.0, -248.0, 205, 133, 63
L -415.0, 449.5, -248.0, -415.0, 453.0, -248.0, 102, 0, 204
L -421.0, 449.5, -248.0, -415.0, 449.5, -248.0, 205, 133, 63
L -449.0, 487.3, -248.0, -449.0, 481.7, -248.0, 205, 133, 63
L -445.5, 493.0, -248.0, -449.0, 493.0, -248.0, 102, 0, 204
L -445.5, 493.0, -248.0, -445.5, 487.3, -248.0, 205, 133, 63
L -449.0, 487.3, -248.0, -442.0, 487.3, -248.0, 205, 133, 63
L -449.0, 481.7, -248.0, -445.5, 481.7, -248.0, 205, 133, 63
L -445.5, 481.7, -248.0, -442.0, 481.7, -248.0, 205, 133, 63
L -445.5, 476.0, -248.0, -442.0, 476.0, -248.0, 102, 0, 204
L -445.5, 481.7, -248.0, -445.5, 476.0, -248.0, 205, 133, 63
L -442.0, 487.3, -248.0, -442.0, 481.7, -248.0, 205, 133, 63
L -540.0, 487.3, -248.0, -540.0, 481.7, -248.0, 205, 133, 63
L -536.5, 493.0, -248.0, -540.0, 493.0, -248.0, 102, 0, 204
L -536.5, 493.0, -248.0, -536.5, 487.3, -248.0, 205, 133, 63
L -540.0, 487.3, -248.0, -533.0, 487.3, -248.0, 205, 133, 63
L -540.0, 481.7, -248.0, -536.5, 481.7, -248.0, 205, 133, 63
L -536.5, 481.7, -248.0, -533.0, 481.7, -248.0, 205, 133, 63
L -536.5, 476.0, -248.0, -533.0, 476.0, -248.0, 102, 0, 204
L -536.5, 481.7, -248.0, -536.5, 476.0, -248.0, 205, 133, 63
L -533.0, 487.3, -248.0, -533.0, 481.7, -248.0, 205, 133, 63
L -567.0, 449.5, -248.0, -567.0, 446.0, -248.0, 102, 0, 204
L -567.0, 449.5, -248.0, -561.0, 449.5, -248.0, 205, 133, 63
L -561.0, 446.0, -248.0, -561.0, 453.0, -248.0, 205, 133, 63
L -561.0, 446.0, -248.0, -555.0, 446.0, -248.0, 205, 133, 63
L -561.0, 453.0, -248.0, -555.0, 453.0, -248.0, 205, 133, 63
L -555.0, 446.0, -248.0, -555.0, 449.5, -248.0, 205, 133, 63
L -555.0, 449.5, -248.0, -555.0, 453.0, -248.0, 205, 133, 63
L -549.0, 449.5, -248.0, -549.0, 453.0, -248.0, 102, 0, 204
L -555.0, 449.5, -248.0, -549.0, 449.5, -248.0, 205, 133, 63
L -463.6, -562.6, -255.0, -408.7, -562.6, -255.0, 102, 0, 204
L -455.6, -553.1, -255.0, -455.6, -526.6, -255.0, 102, 0, 204
L -455.6, -511.6, -255.0, -455.6, -484.9, -255.0, 102, 0, 204
L -417.4, -484.9, -255.0, -417.4, -553.1, -255.0, 102, 0, 204
L -455.6, -484.9, -255.0, -417.4, -484.9, -255.0, 102, 0, 204
L -417.4, -553.1, -255.0, -455.6, -553.1, -255.0, 102, 0, 204
L -717.0, -465.0, -255.0, -547.0, -465.0, -255.0, 102, 0, 204
L -406.7, -571.0, -255.0, -717.0, -571.0, -255.0, 102, 0, 204
L -717.0, -571.0, -255.0, -717.0, -465.0, -255.0, 102, 0, 204
L -519.6, -514.9, -255.0, -498.9, -514.9, -255.0, 102, 0, 204
L -498.9, -553.1, -255.0, -567.1, -553.1, -255.0, 102, 0, 204
L -498.9, -514.9, -255.0, -498.9, -553.1, -255.0, 102, 0, 204
L -567.1, -514.9, -255.0, -541.3, -514.9, -255.0, 102, 0, 204
L -567.1, -553.1, -255.0, -567.1, -514.9, -255.0, 102, 0, 204
L -597.4, -514.9, -255.0, -597.4, -553.1, -255.0, 102, 0, 204
L -665.6, -553.1, -255.0, -665.6, -514.9, -255.0, 102, 0, 204
L -623.5, -505.4, -255.0, -621.3, -505.4, -255.0, 102, 0, 204
L -665.6, -514.9, -255.0, -638.5, -514.9, -255.0, 102, 0, 204
L -587.9, -507.1, -255.0, -587.9, -561.2, -255.0, 102, 0, 204
L -573.7, -505.4, -255.0, -544.7, -505.4, -255.0, 102, 0, 204
L -597.4, -553.1, -255.0, -665.6, -553.1, -255.0, 102, 0, 204
L -624.2, -514.9, -255.0, -597.4, -514.9, -255.0, 102, 0, 204
L -417.4, -454.6, -255.0, -455.6, -454.6, -255.0, 102, 0, 204
L -417.4, -386.4, -255.0, -417.4, -454.6, -255.0, 102, 0, 204
L -455.6, -454.6, -255.0, -455.6, -428.0, -255.0, 102, 0, 204
L -455.6, -412.4, -255.0, -455.6, -386.4, -255.0, 102, 0, 204
L -455.6, -386.4, -255.0, -417.4, -386.4, -255.0, 102, 0, 204
L -500.0, -329.0, -255.0, -488.0, -329.0, -255.0, 102, 0, 204
L -500.0, -289.0, -255.0, -536.0, -289.0, -255.0, 102, 0, 204
L -454.0, -325.0, -255.0, -427.0, -325.0, -255.0, 102, 0, 204
L -500.0, -355.0, -255.0, -500.0, -329.0, -255.0, 102, 0, 204
L -488.0, -315.0, -255.0, -500.0, -315.0, -255.0, 102, 0, 204
L -389.0, -289.0, -255.0, -454.0, -289.0, -255.0, 102, 0, 204
L -454.0, -289.0, -255.0, -454.0, -325.0, -255.0, 102, 0, 204
L -427.0, -336.0, -255.0, -465.0, -336.0, -255.0, 102, 0, 204
L -500.0, -315.0, -255.0, -500.0, -289.0, -255.0, 102, 0, 204
L -427.0, -325.0, -255.0, -427.0, -336.0, -255.0, 102, 0, 204
L -416.0, -325.0, -255.0, -389.0, -325.0, -255.0, 102, 0, 204
L -488.0, -280.0, -255.0, -488.0, -315.0, -255.0, 102, 0, 204
L -377.0, -336.0, -255.0, -416.0, -336.0, -255.0, 102, 0, 204
L -536.0, -355.0, -255.0, -500.0, -355.0, -255.0, 102, 0, 204
L -355.0, -374.0, -255.0, -406.7, -374.0, -255.0, 102, 0, 204
L -536.0, -289.0, -255.0, -536.0, -355.0, -255.0, 102, 0, 204
L -355.0, -571.0, -255.0, -355.0, -374.0, -255.0, 102, 0, 204
L -488.0, -329.0, -255.0, -488.0, -365.0, -255.0, 102, 0, 204
L -416.0, -336.0, -255.0, -416.0, -325.0, -255.0, 102, 0, 204
L -547.0, -280.0, -255.0, -465.0, -280.0, -255.0, 102, 0, 204
L -465.0, -280.0, -255.0, -465.0, -279.0, -255.0, 102, 0, 204
L -465.0, -280.0, -255.0, -319.0, -280.0, -255.0, 102, 0, 204
L -488.0, -280.0, -255.0, -465.0, -280.0, -255.0, 102, 0, 204
L -547.0, -365.0, -255.0, -547.0, -280.0, -255.0, 102, 0, 204
L -488.0, -365.0, -255.0, -547.0, -365.0, -255.0, 102, 0, 204
L -406.7, -571.0, -255.0, -406.7, -374.0, -255.0, 102, 0, 204
L -547.0, -465.0, -255.0, -547.0, -365.0, -255.0, 102, 0, 204
L -455.6, -428.0, -255.0, -465.1, -428.3, -255.0, 102, 0, 204
L -455.6, -412.4, -255.0, -465.1, -412.4, -255.0, 102, 0, 204
L -465.1, -412.4, -255.0, -465.1, -376.9, -255.0, 102, 0, 204
L -409.1, -376.9, -255.0, -465.1, -376.9, -255.0, 102, 0, 204
L -409.0, -464.1, -255.0, -409.1, -376.9, -255.0, 102, 0, 204
L -408.7, -562.6, -255.0, -409.0, -475.4, -255.0, 102, 0, 204
L -455.6, -511.6, -255.0, -465.1, -511.6, -255.0, 102, 0, 204
L -465.1, -475.4, -255.0, -465.1, -511.6, -255.0, 102, 0, 204
L -409.0, -475.4, -255.0, -465.1, -475.4, -255.0, 102, 0, 204
L -624.2, -514.9, -255.0, -624.2, -505.4, -255.0, 102, 0, 204
L -638.5, -514.9, -255.0, -638.5, -505.4, -255.0, 102, 0, 204
L -621.3, -505.4, -255.0, -588.4, -505.5, -255.0, 102, 0, 204
L -494.2, -505.4, -255.0, -490.4, -505.4, -255.0, 102, 0, 204
L -490.4, -505.4, -255.0, -489.6, -505.4, -255.0, 102, 0, 204
L -544.7, -505.4, -255.0, -541.3, -505.4, -255.0, 102, 0, 204
L -576.6, -505.4, -255.0, -544.7, -505.4, -255.0, 102, 0, 204
L -587.9, -562.8, -255.0, -675.1, -562.8, -255.0, 102, 0, 204
L -587.9, -505.4, -255.0, -587.9, -561.2, -255.0, 102, 0, 204
L -587.9, -561.2, -255.0, -587.9, -562.8, -255.0, 102, 0, 204
L -587.9, -505.4, -255.0, -621.3, -505.4, -255.0, 102, 0, 204
L -638.5, -505.4, -255.0, -638.8, -505.4, -255.0, 102, 0, 204
L -621.3, -505.4, -255.0, -624.2, -505.4, -255.0, 102, 0, 204
L -672.8, -505.4, -255.0, -675.1, -505.4, -255.0, 102, 0, 204
L -638.8, -505.4, -255.0, -672.8, -505.4, -255.0, 102, 0, 204
L -675.1, -562.8, -255.0, -675.1, -561.1, -255.0, 102, 0, 204
L -675.1, -507.4, -255.0, -675.1, -505.4, -255.0, 102, 0, 204
L -675.1, -561.1, -255.0, -675.1, -507.4, -255.0, 102, 0, 204
L -576.6, -505.4, -255.0, -576.6, -507.0, -255.0, 102, 0, 204
L -576.6, -561.4, -255.0, -576.6, -562.8, -255.0, 102, 0, 204
L -576.6, -507.0, -255.0, -576.6, -561.4, -255.0, 102, 0, 204
L -489.6, -562.8, -255.0, -576.6, -562.8, -255.0, 102, 0, 204
L -489.6, -562.8, -255.0, -489.6, -505.4, -255.0, 102, 0, 204
L -519.6, -514.9, -255.0, -519.6, -505.4, -255.0, 102, 0, 204
L -519.6, -505.4, -255.0, -494.2, -505.4, -255.0, 102, 0, 204
L -541.3, -514.9, -255.0, -541.3, -505.4, -255.0, 102, 0, 204
L -541.3, -505.4, -255.0, -540.8, -505.4, -255.0, 102, 0, 204
L -408.7, -562.6, -255.0, -465.1, -562.6, -255.0, 102, 0, 204
L -465.1, -527.0, -255.0, -465.1, -561.4, -255.0, 102, 0, 204
L -465.1, -561.4, -255.0, -465.1, -562.6, -255.0, 102, 0, 204
L -455.6, -526.6, -255.0, -465.1, -526.6, -255.0, 102, 0, 204
L -409.0, -464.1, -255.0, -463.5, -464.1, -255.0, 102, 0, 204
L -463.5, -464.1, -255.0, -465.1, -464.1, -255.0, 102, 0, 204
L -465.1, -428.3, -255.0, -465.1, -462.6, -255.0, 102, 0, 204
L -465.1, -462.6, -255.0, -465.1, -464.1, -255.0, 102, 0, 204
L -185.4, -418.9, -260.0, -185.4, -486.1, -260.0, 150, 150, 150
L -235.2, -486.1, -260.0, -337.6, -486.1, -260.0, 150, 150, 150
L -337.6, -486.1, -260.0, -337.6, -418.9, -259.7, 150, 150, 150
L -185.4, -486.1, -260.0, -235.2, -486.1, -260.0, 150, 150, 150
L -185.4, -401.1, -260.0, -185.4, -335.6, -260.0, 150, 150, 150
L -185.4, -335.6, -260.0, -185.4, -333.9, -260.0, 150, 150, 150
L -252.6, -333.9, -260.0, -187.1, -333.9, -260.0, 150, 150, 150
L -187.1, -333.9, -260.0, -185.4, -333.9, -260.0, 150, 150, 150
