P 0, 300, 0, 0, 0, 0, 2, Original_Map:_Goodurden_<RoI>
P 0, 500, 0, 0, 0, 0, 2, Revised_Map:_Brewall_Rainsinger_(Cazic-Thule/Fennin_Ro)
P 0, 700, 0, 0, 0, 0, 2, http://www.eqmaps.info
P 0, 900, 0, 0, 0, 0, 2, Return_of_the_Exiled_(www.roteguild.org)
P 0, 1100, 0, 0, 0, 0, 2, Height_Filter:_12/13
P 100, -550, 51, 0, 127, 0, 2, 4th_Floor
P 100, -525, 43, 0, 255, 255, 2, 3rd_Floor
P 100, -500, 16, 0, 255, 0, 2, 2nd_Floor
P 100, -475, 2, 0, 0, 0, 2, 1st_Floor
P 100, -450, -16, 127, 0, 0, 2, Basement
L -17.0, -688.2, 38.0, -17.0, -686.4, 39.0, 0, 127, 0
L -2.0, -688.2, 38.0, -2.0, -686.4, 39.0, 0, 127, 0
L -17.0, -688.2, 38.0, -2.0, -688.2, 38.0, 150, 150, 150
L -17.0, -690.1, 37.0, -17.0, -688.2, 38.0, 0, 127, 0
L -2.0, -690.1, 37.0, -2.0, -688.2, 38.0, 0, 127, 0
L -17.0, -690.1, 37.0, -2.0, -690.1, 37.0, 150, 150, 150
L -17.0, -686.4, 39.0, -17.0, -684.5, 40.0, 0, 127, 0
L -2.0, -686.4, 39.0, -2.0, -684.5, 40.0, 0, 127, 0
L -17.0, -686.4, 39.0, -2.0, -686.4, 39.0, 150, 150, 150
L -17.0, -682.6, 41.0, -17.0, -680.8, 42.0, 0, 127, 0
L -2.0, -682.6, 41.0, -2.0, -680.8, 42.0, 0, 127, 0
L -17.0, -682.6, 41.0, -2.0, -682.6, 41.0, 150, 150, 150
L -17.0, -678.9, 43.0, -17.0, -677.0, 44.0, 0, 127, 0
L -2.0, -678.9, 43.0, -2.0, -677.0, 44.0, 0, 127, 0
L -17.0, -678.9, 43.0, -2.0, -678.9, 43.0, 150, 150, 150
L -17.0, -673.2, 46.0, -17.0, -671.4, 47.0, 0, 127, 0
L -2.0, -673.2, 46.0, -2.0, -671.4, 47.0, 0, 127, 0
L -17.0, -673.2, 46.0, -2.0, -673.2, 46.0, 150, 150, 150
L -17.0, -675.1, 45.0, -17.0, -673.2, 46.0, 0, 127, 0
L -2.0, -675.1, 45.0, -2.0, -673.2, 46.0, 0, 127, 0
L -17.0, -675.1, 45.0, -2.0, -675.1, 45.0, 150, 150, 150
L -17.0, -671.4, 47.0, -17.0, -669.5, 48.0, 0, 127, 0
L -2.0, -671.4, 47.0, -2.0, -669.5, 48.0, 0, 127, 0
L -17.0, -671.4, 47.0, -2.0, -671.4, 47.0, 150, 150, 150
L -17.0, -665.8, 50.0, -17.0, -663.9, 51.0, 0, 127, 0
L -2.0, -665.8, 50.0, -2.0, -663.9, 51.0, 0, 127, 0
L -17.0, -665.8, 50.0, -2.0, -665.8, 50.0, 150, 150, 150
L -17.0, -667.6, 49.0, -17.0, -665.8, 50.0, 0, 127, 0
L -2.0, -667.6, 49.0, -2.0, -665.8, 50.0, 0, 127, 0
L -17.0, -667.6, 49.0, -2.0, -667.6, 49.0, 150, 150, 150
L -17.0, -663.9, 51.0, -17.0, -662.0, 52.0, 0, 127, 0
L -2.0, -663.9, 51.0, -2.0, -662.0, 52.0, 0, 127, 0
L -17.0, -663.9, 51.0, -2.0, -663.9, 51.0, 150, 150, 150
L -65.0, -610.0, 2.0, -52.0, -610.0, 2.0, 150, 150, 150
L -65.0, -642.0, -13.0, -52.0, -642.0, -13.0, 150, 150, 150
L -52.0, -610.0, 2.0, -52.0, -612.0, 1.1, 0, 127, 0
L -65.0, -610.0, 2.0, -65.0, -612.0, 1.1, 0, 127, 0
L -52.0, -626.0, -5.5, -52.0, -628.0, -6.4, 0, 127, 0
L -65.0, -626.0, -5.5, -65.0, -628.0, -6.4, 0, 127, 0
L -52.0, -626.0, -5.5, -65.0, -626.0, -5.5, 150, 150, 150
L -52.0, -618.0, -1.8, -52.0, -620.0, -2.7, 0, 127, 0
L -65.0, -618.0, -1.8, -65.0, -620.0, -2.7, 0, 127, 0
L -52.0, -618.0, -1.8, -65.0, -618.0, -1.8, 150, 150, 150
L -52.0, -614.0, 0.1, -52.0, -616.0, -0.8, 0, 127, 0
L -65.0, -614.0, 0.1, -65.0, -616.0, -0.8, 0, 127, 0
L -52.0, -614.0, 0.1, -65.0, -614.0, 0.1, 150, 150, 150
L -52.0, -622.0, -3.6, -52.0, -624.0, -4.6, 0, 127, 0
L -65.0, -622.0, -3.6, -65.0, -624.0, -4.6, 0, 127, 0
L -52.0, -622.0, -3.6, -65.0, -622.0, -3.6, 150, 150, 150
L -52.0, -634.0, -9.2, -52.0, -636.0, -10.2, 0, 127, 0
L -65.0, -634.0, -9.2, -65.0, -636.0, -10.2, 0, 127, 0
L -52.0, -634.0, -9.2, -65.0, -634.0, -9.2, 150, 150, 150
L -52.0, -630.0, -7.4, -52.0, -632.0, -8.3, 0, 127, 0
L -65.0, -630.0, -7.4, -65.0, -632.0, -8.3, 0, 127, 0
L -52.0, -630.0, -7.4, -65.0, -630.0, -7.4, 150, 150, 150
L -52.0, -638.0, -11.1, -52.0, -640.0, -12.1, 0, 127, 0
L -65.0, -638.0, -11.1, -65.0, -640.0, -12.1, 0, 127, 0
L -52.0, -638.0, -11.1, -65.0, -638.0, -11.1, 150, 150, 150
L -52.0, -640.0, -12.1, -52.0, -642.0, -13.0, 0, 127, 0
L -65.0, -640.0, -12.1, -65.0, -642.0, -13.0, 0, 127, 0
L -52.0, -640.0, -12.1, -65.0, -640.0, -12.1, 150, 150, 150
L -52.0, -636.0, -10.2, -52.0, -638.0, -11.1, 0, 127, 0
L -65.0, -636.0, -10.2, -65.0, -638.0, -11.1, 0, 127, 0
L -52.0, -636.0, -10.2, -65.0, -636.0, -10.2, 150, 150, 150
L -52.0, -632.0, -8.3, -52.0, -634.0, -9.2, 0, 127, 0
L -65.0, -632.0, -8.3, -65.0, -634.0, -9.2, 0, 127, 0
L -52.0, -632.0, -8.3, -65.0, -632.0, -8.3, 150, 150, 150
L -52.0, -628.0, -6.4, -52.0, -630.0, -7.4, 0, 127, 0
L -65.0, -628.0, -6.4, -65.0, -630.0, -7.4, 0, 127, 0
L -52.0, -628.0, -6.4, -65.0, -628.0, -6.4, 150, 150, 150
L -52.0, -624.0, -4.6, -52.0, -626.0, -5.5, 0, 127, 0
L -65.0, -624.0, -4.6, -65.0, -626.0, -5.5, 0, 127, 0
L -52.0, -624.0, -4.6, -65.0, -624.0, -4.6, 150, 150, 150
L -52.0, -620.0, -2.7, -52.0, -622.0, -3.6, 0, 127, 0
L -65.0, -620.0, -2.7, -65.0, -622.0, -3.6, 0, 127, 0
L -52.0, -620.0, -2.7, -65.0, -620.0, -2.7, 150, 150, 150
L -52.0, -616.0, -0.8, -52.0, -618.0, -1.8, 0, 127, 0
L -65.0, -616.0, -0.8, -65.0, -618.0, -1.8, 0, 127, 0
L -52.0, -616.0, -0.8, -65.0, -616.0, -0.8, 150, 150, 150
L -52.0, -612.0, 1.1, -52.0, -614.0, 0.1, 0, 127, 0
L -65.0, -612.0, 1.1, -65.0, -614.0, 0.1, 0, 127, 0
L -52.0, -612.0, 1.1, -65.0, -612.0, 1.1, 150, 150, 150
L -84.0, -742.0, -18.0, -84.0, -713.0, -18.0, 127, 0, 0
L -97.0, -713.0, -18.0, -97.0, -754.0, -18.0, 127, 0, 0
L -97.0, -754.0, -18.0, -84.0, -754.0, -18.0, 127, 0, 0
L -84.0, -754.0, -18.0, -55.0, -750.0, -17.0, 127, 0, 0
L 50.0, -602.0, 16.0, 50.0, -588.0, 16.0, 150, 150, 150
L 48.0, -600.0, 20.0, 48.0, -590.0, 20.0, 150, 150, 150
L 49.0, -602.0, 18.0, 48.0, -602.0, 20.0, 0, 255, 255
L 49.0, -588.0, 18.0, 48.0, -588.0, 20.0, 0, 255, 255
L 49.0, -602.0, 18.0, 49.0, -588.0, 18.0, 150, 150, 150
L 70.0, -502.0, 16.0, 77.0, -502.0, 16.0, 150, 150, 150
L 77.0, -482.0, 29.0, 77.0, -490.0, 29.0, 0, 255, 255
L 70.0, -490.0, 29.0, 77.0, -490.0, 29.0, 150, 150, 150
L 77.0, -490.0, 29.0, 77.0, -491.5, 27.4, 0, 255, 255
L 77.0, -482.0, 29.0, 70.0, -482.0, 29.0, 0, 255, 255
L 70.0, -496.0, 22.5, 70.0, -497.5, 20.9, 0, 255, 255
L 77.0, -496.0, 22.5, 77.0, -497.5, 20.9, 0, 255, 255
L 70.0, -496.0, 22.5, 77.0, -496.0, 22.5, 150, 150, 150
L 70.0, -493.0, 25.8, 70.0, -494.5, 24.1, 0, 255, 255
L 77.0, -493.0, 25.8, 77.0, -494.5, 24.1, 0, 255, 255
L 70.0, -493.0, 25.8, 77.0, -493.0, 25.8, 150, 150, 150
L 70.0, -494.5, 24.1, 70.0, -496.0, 22.5, 0, 255, 255
L 77.0, -494.5, 24.1, 77.0, -496.0, 22.5, 0, 255, 255
L 70.0, -494.5, 24.1, 77.0, -494.5, 24.1, 150, 150, 150
L 70.0, -499.0, 19.2, 70.0, -500.5, 17.6, 0, 255, 255
L 77.0, -499.0, 19.2, 77.0, -500.5, 17.6, 0, 255, 255
L 70.0, -499.0, 19.2, 77.0, -499.0, 19.2, 150, 150, 150
L 70.0, -497.5, 20.9, 70.0, -499.0, 19.2, 0, 255, 255
L 77.0, -497.5, 20.9, 77.0, -499.0, 19.2, 0, 255, 255
L 70.0, -497.5, 20.9, 77.0, -497.5, 20.9, 150, 150, 150
L 70.0, -500.5, 17.6, 70.0, -502.0, 16.0, 0, 255, 255
L 77.0, -500.5, 17.6, 77.0, -502.0, 16.0, 0, 255, 255
L 70.0, -500.5, 17.6, 77.0, -500.5, 17.6, 150, 150, 150
L 70.0, -491.5, 27.4, 70.0, -493.0, 25.8, 0, 255, 255
L 77.0, -491.5, 27.4, 77.0, -493.0, 25.8, 0, 255, 255
L 70.0, -491.5, 27.4, 77.0, -491.5, 27.4, 150, 150, 150
L 66.0, -518.0, 16.0, 64.0, -518.0, 16.0, 0, 255, 0
L 64.0, -506.0, 16.0, 64.0, -518.0, 16.0, 0, 255, 0
L 68.0, -502.0, 16.0, 68.0, -492.0, 16.0, 0, 255, 0
L 52.0, -492.0, 16.0, 68.0, -492.0, 16.0, 0, 255, 0
L 68.0, -492.0, 16.0, 68.0, -491.5, 16.0, 0, 0, 0
L 77.0, -506.0, 41.0, 77.0, -492.0, 41.0, 0, 255, 255
L 77.0, -492.0, 41.0, 57.0, -492.0, 41.0, 0, 255, 255
L 57.0, -492.0, 41.0, 57.0, -490.0, 41.0, 150, 150, 150
L 52.0, -506.0, 41.0, 52.0, -482.0, 41.0, 0, 255, 255
L 57.0, -482.0, 41.0, 52.0, -482.0, 41.0, 0, 255, 255
L 57.0, -490.0, 41.0, 57.0, -482.0, 41.0, 150, 150, 150
L 70.0, -482.0, 29.0, 68.4, -482.0, 30.5, 0, 255, 255
L 70.0, -490.0, 29.0, 70.0, -482.0, 29.0, 150, 150, 150
L 63.5, -490.0, 35.0, 65.1, -490.0, 33.5, 0, 255, 255
L 63.5, -482.0, 35.0, 61.9, -482.0, 36.5, 0, 255, 255
L 63.5, -490.0, 35.0, 63.5, -482.0, 35.0, 150, 150, 150
L 66.8, -490.0, 32.0, 68.4, -490.0, 30.5, 0, 255, 255
L 66.8, -482.0, 32.0, 65.1, -482.0, 33.5, 0, 255, 255
L 66.8, -490.0, 32.0, 66.8, -482.0, 32.0, 150, 150, 150
L 60.2, -490.0, 38.0, 61.9, -490.0, 36.5, 0, 255, 255
L 60.2, -482.0, 38.0, 58.6, -482.0, 39.5, 0, 255, 255
L 60.2, -490.0, 38.0, 60.2, -482.0, 38.0, 150, 150, 150
L 58.6, -490.0, 39.5, 60.2, -490.0, 38.0, 0, 255, 255
L 58.6, -482.0, 39.5, 57.0, -482.0, 41.0, 0, 255, 255
L 58.6, -490.0, 39.5, 58.6, -482.0, 39.5, 150, 150, 150
L 61.9, -490.0, 36.5, 63.5, -490.0, 35.0, 0, 255, 255
L 61.9, -482.0, 36.5, 60.2, -482.0, 38.0, 0, 255, 255
L 61.9, -490.0, 36.5, 61.9, -482.0, 36.5, 150, 150, 150
L 65.1, -490.0, 33.5, 66.8, -490.0, 32.0, 0, 255, 255
L 65.1, -482.0, 33.5, 63.5, -482.0, 35.0, 0, 255, 255
L 65.1, -490.0, 33.5, 65.1, -482.0, 33.5, 150, 150, 150
L 68.4, -490.0, 30.5, 70.0, -490.0, 29.0, 0, 255, 255
L 68.4, -482.0, 30.5, 66.8, -482.0, 32.0, 0, 255, 255
L 68.4, -490.0, 30.5, 68.4, -482.0, 30.5, 150, 150, 150
L -64.0, -518.0, 16.0, -64.0, -506.0, 16.0, 0, 255, 0
L -77.0, -506.0, 16.0, -64.0, -506.0, 16.0, 0, 255, 0
L -64.0, -501.0, 16.0, -64.0, -492.0, 16.0, 0, 255, 0
L -77.0, -506.0, 16.0, -77.0, -501.0, 16.0, 0, 255, 0
L -77.0, -482.0, 27.0, -77.0, -490.0, 27.0, 0, 255, 255
L -77.0, -490.0, 27.0, -77.0, -491.4, 25.6, 0, 255, 255
L -77.0, -482.0, 27.0, -70.0, -482.0, 27.0, 0, 255, 255
L -70.0, -490.0, 27.0, -77.0, -490.0, 27.0, 150, 150, 150
L -77.0, -501.0, 16.0, -70.0, -501.0, 16.0, 150, 150, 150
L -70.0, -490.0, 27.0, -70.0, -491.4, 25.6, 0, 255, 255
L -70.0, -495.5, 21.5, -70.0, -496.9, 20.1, 0, 255, 255
L -77.0, -495.5, 21.5, -77.0, -496.9, 20.1, 0, 255, 255
L -70.0, -495.5, 21.5, -77.0, -495.5, 21.5, 150, 150, 150
L -70.0, -492.8, 24.2, -70.0, -494.1, 22.9, 0, 255, 255
L -77.0, -492.8, 24.2, -77.0, -494.1, 22.9, 0, 255, 255
L -70.0, -492.8, 24.2, -77.0, -492.8, 24.2, 150, 150, 150
L -70.0, -491.4, 25.6, -70.0, -492.8, 24.2, 0, 255, 255
L -77.0, -491.4, 25.6, -77.0, -492.8, 24.2, 0, 255, 255
L -70.0, -491.4, 25.6, -77.0, -491.4, 25.6, 150, 150, 150
L -70.0, -494.1, 22.9, -70.0, -495.5, 21.5, 0, 255, 255
L -77.0, -494.1, 22.9, -77.0, -495.5, 21.5, 0, 255, 255
L -70.0, -494.1, 22.9, -77.0, -494.1, 22.9, 150, 150, 150
L -70.0, -498.2, 18.8, -70.0, -499.6, 17.4, 0, 255, 255
L -77.0, -498.2, 18.8, -77.0, -499.6, 17.4, 0, 255, 255
L -70.0, -498.2, 18.8, -77.0, -498.2, 18.8, 150, 150, 150
L -70.0, -496.9, 20.1, -70.0, -498.2, 18.8, 0, 255, 255
L -77.0, -496.9, 20.1, -77.0, -498.2, 18.8, 0, 255, 255
L -70.0, -496.9, 20.1, -77.0, -496.9, 20.1, 150, 150, 150
L -70.0, -499.6, 17.4, -70.0, -501.0, 16.0, 0, 255, 255
L -77.0, -499.6, 17.4, -77.0, -501.0, 16.0, 0, 255, 255
L -70.0, -499.6, 17.4, -77.0, -499.6, 17.4, 150, 150, 150
L -70.0, -490.0, 27.0, -70.0, -482.0, 27.0, 150, 150, 150
L -52.0, -506.0, 41.0, -76.0, -506.0, 41.0, 0, 255, 255
L -52.0, -506.0, 41.0, -52.0, -482.0, 41.0, 0, 255, 255
L -77.0, -492.0, 41.0, -57.0, -492.0, 41.0, 0, 255, 255
L -57.0, -492.0, 41.0, -57.0, -490.0, 41.0, 0, 255, 255
L -57.0, -482.0, 41.0, -52.0, -482.0, 41.0, 0, 255, 255
L -70.0, -482.0, 27.0, -68.4, -482.0, 28.8, 0, 255, 255
L -57.0, -490.0, 41.0, -57.0, -482.0, 41.0, 150, 150, 150
L -57.0, -490.0, 41.0, -58.6, -490.0, 39.2, 0, 255, 255
L -63.5, -490.0, 34.0, -65.1, -490.0, 32.2, 0, 255, 255
L -63.5, -482.0, 34.0, -61.9, -482.0, 35.8, 0, 255, 255
L -63.5, -490.0, 34.0, -63.5, -482.0, 34.0, 150, 150, 150
L -60.2, -490.0, 37.5, -61.9, -490.0, 35.8, 0, 255, 255
L -60.2, -482.0, 37.5, -58.6, -482.0, 39.2, 0, 255, 255
L -60.2, -490.0, 37.5, -60.2, -482.0, 37.5, 150, 150, 150
L -58.6, -490.0, 39.2, -60.2, -490.0, 37.5, 0, 255, 255
L -58.6, -482.0, 39.2, -57.0, -482.0, 41.0, 0, 255, 255
L -58.6, -490.0, 39.2, -58.6, -482.0, 39.2, 150, 150, 150
L -66.8, -490.0, 30.5, -68.4, -490.0, 28.8, 0, 255, 255
L -66.8, -482.0, 30.5, -65.1, -482.0, 32.2, 0, 255, 255
L -66.8, -490.0, 30.5, -66.8, -482.0, 30.5, 150, 150, 150
L -65.1, -490.0, 32.2, -66.8, -490.0, 30.5, 0, 255, 255
L -65.1, -482.0, 32.2, -63.5, -482.0, 34.0, 0, 255, 255
L -65.1, -490.0, 32.2, -65.1, -482.0, 32.2, 150, 150, 150
L -68.4, -490.0, 28.8, -70.0, -490.0, 27.0, 0, 255, 255
L -68.4, -482.0, 28.8, -66.8, -482.0, 30.5, 0, 255, 255
L -68.4, -490.0, 28.8, -68.4, -482.0, 28.8, 150, 150, 150
L -61.9, -490.0, 35.8, -63.5, -490.0, 34.0, 0, 255, 255
L -61.9, -482.0, 35.8, -60.2, -482.0, 37.5, 0, 255, 255
L -61.9, -490.0, 35.8, -61.9, -482.0, 35.8, 150, 150, 150
L -2.0, -660.0, 20.0, -17.0, -660.0, 20.0, 150, 150, 150
L -17.0, -692.0, 4.0, -2.0, -692.0, 4.0, 150, 150, 150
L -2.0, -692.0, 4.0, -2.0, -690.0, 5.0, 0, 255, 0
L -2.0, -676.0, 12.0, -2.0, -674.0, 13.0, 0, 255, 0
L -17.0, -676.0, 12.0, -17.0, -674.0, 13.0, 0, 255, 0
L -2.0, -676.0, 12.0, -17.0, -676.0, 12.0, 150, 150, 150
L -2.0, -668.0, 16.0, -2.0, -666.0, 17.0, 0, 255, 0
L -17.0, -668.0, 16.0, -17.0, -666.0, 17.0, 0, 255, 0
L -2.0, -668.0, 16.0, -17.0, -668.0, 16.0, 150, 150, 150
L -2.0, -664.0, 18.0, -2.0, -662.0, 19.0, 0, 255, 0
L -17.0, -664.0, 18.0, -17.0, -662.0, 19.0, 0, 255, 0
L -2.0, -664.0, 18.0, -17.0, -664.0, 18.0, 150, 150, 150
L -2.0, -672.0, 14.0, -2.0, -670.0, 15.0, 0, 255, 0
L -17.0, -672.0, 14.0, -17.0, -670.0, 15.0, 0, 255, 0
L -2.0, -672.0, 14.0, -17.0, -672.0, 14.0, 150, 150, 150
L -2.0, -684.0, 8.0, -2.0, -682.0, 9.0, 0, 255, 0
L -17.0, -684.0, 8.0, -17.0, -682.0, 9.0, 0, 255, 0
L -2.0, -684.0, 8.0, -17.0, -684.0, 8.0, 150, 150, 150
L -2.0, -680.0, 10.0, -2.0, -678.0, 11.0, 0, 255, 0
L -17.0, -680.0, 10.0, -17.0, -678.0, 11.0, 0, 255, 0
L -2.0, -680.0, 10.0, -17.0, -680.0, 10.0, 150, 150, 150
L -2.0, -688.0, 6.0, -2.0, -686.0, 7.0, 0, 255, 0
L -17.0, -688.0, 6.0, -17.0, -686.0, 7.0, 0, 255, 0
L -2.0, -688.0, 6.0, -17.0, -688.0, 6.0, 150, 150, 150
L -2.0, -690.0, 5.0, -2.0, -688.0, 6.0, 0, 255, 0
L -17.0, -690.0, 5.0, -17.0, -688.0, 6.0, 0, 255, 0
L -2.0, -690.0, 5.0, -17.0, -690.0, 5.0, 150, 150, 150
L -2.0, -686.0, 7.0, -2.0, -684.0, 8.0, 0, 255, 0
L -17.0, -686.0, 7.0, -17.0, -684.0, 8.0, 0, 255, 0
L -2.0, -686.0, 7.0, -17.0, -686.0, 7.0, 150, 150, 150
L -2.0, -682.0, 9.0, -2.0, -680.0, 10.0, 0, 255, 0
L -17.0, -682.0, 9.0, -17.0, -680.0, 10.0, 0, 255, 0
L -2.0, -682.0, 9.0, -17.0, -682.0, 9.0, 150, 150, 150
L -2.0, -678.0, 11.0, -2.0, -676.0, 12.0, 0, 255, 0
L -17.0, -678.0, 11.0, -17.0, -676.0, 12.0, 0, 255, 0
L -2.0, -678.0, 11.0, -17.0, -678.0, 11.0, 150, 150, 150
L -2.0, -674.0, 13.0, -2.0, -672.0, 14.0, 0, 255, 0
L -17.0, -674.0, 13.0, -17.0, -672.0, 14.0, 0, 255, 0
L -2.0, -674.0, 13.0, -17.0, -674.0, 13.0, 150, 150, 150
L -2.0, -670.0, 15.0, -2.0, -668.0, 16.0, 0, 255, 0
L -17.0, -670.0, 15.0, -17.0, -668.0, 16.0, 0, 255, 0
L -2.0, -670.0, 15.0, -17.0, -670.0, 15.0, 150, 150, 150
L -2.0, -666.0, 17.0, -2.0, -664.0, 18.0, 0, 255, 0
L -17.0, -666.0, 17.0, -17.0, -664.0, 18.0, 0, 255, 0
L -2.0, -666.0, 17.0, -17.0, -666.0, 17.0, 150, 150, 150
L -2.0, -662.0, 19.0, -2.0, -660.0, 20.0, 0, 255, 0
L -17.0, -662.0, 19.0, -17.0, -660.0, 20.0, 0, 255, 0
L -2.0, -662.0, 19.0, -17.0, -662.0, 19.0, 150, 150, 150
L -100.0, -654.0, 4.0, -110.0, -654.0, 4.0, 150, 150, 150
L -100.0, -648.0, 0.0, -111.0, -648.0, 0.0, 150, 150, 150
L -100.0, -648.0, 0.0, -100.0, -649.5, 1.0, 0, 0, 0
L -100.0, -651.0, 2.0, -100.0, -652.5, 3.0, 0, 0, 0
L -110.5, -651.0, 2.0, -110.8, -649.5, 1.0, 150, 150, 150
L -100.0, -651.0, 2.0, -110.5, -651.0, 2.0, 150, 150, 150
L -100.0, -652.5, 3.0, -100.0, -654.0, 4.0, 0, 0, 0
L -110.2, -652.5, 3.0, -110.5, -651.0, 2.0, 150, 150, 150
L -100.0, -652.5, 3.0, -110.2, -652.5, 3.0, 150, 150, 150
L -100.0, -649.5, 1.0, -100.0, -651.0, 2.0, 0, 0, 0
L -110.8, -649.5, 1.0, -111.0, -648.0, 0.0, 150, 150, 150
L -100.0, -649.5, 1.0, -110.8, -649.5, 1.0, 150, 150, 150
L -111.0, -704.0, 4.0, -103.0, -704.0, 4.0, 150, 150, 150
L -110.0, -710.0, 0.0, -100.0, -710.0, 0.0, 150, 150, 150
L -110.5, -707.0, 2.0, -110.2, -708.5, 1.0, 150, 150, 150
L -101.5, -707.0, 2.0, -100.8, -708.5, 1.0, 0, 0, 0
L -110.5, -707.0, 2.0, -101.5, -707.0, 2.0, 150, 150, 150
L -110.8, -705.5, 3.0, -110.5, -707.0, 2.0, 150, 150, 150
L -102.2, -705.5, 3.0, -101.5, -707.0, 2.0, 0, 0, 0
L -110.8, -705.5, 3.0, -102.2, -705.5, 3.0, 150, 150, 150
L -110.2, -708.5, 1.0, -110.0, -710.0, 0.0, 150, 150, 150
L -100.8, -708.5, 1.0, -100.0, -710.0, 0.0, 0, 0, 0
L -110.2, -708.5, 1.0, -100.8, -708.5, 1.0, 150, 150, 150
L 14.0, -590.0, 44.0, 14.0, -600.0, 44.0, 150, 150, 150
L 14.0, -600.0, 44.0, 18.2, -600.0, 41.0, 0, 255, 255
L 14.0, -600.0, 44.0, 27.0, -600.0, 44.0, 0, 255, 255
L 31.0, -590.0, 32.0, 33.1, -590.0, 30.5, 0, 255, 255
L 31.0, -600.0, 32.0, 33.1, -600.0, 30.5, 0, 255, 255
L 31.0, -590.0, 32.0, 31.0, -600.0, 32.0, 150, 150, 150
L 22.5, -590.0, 38.0, 24.6, -590.0, 36.5, 0, 255, 255
L 22.5, -600.0, 38.0, 24.6, -600.0, 36.5, 0, 255, 255
L 22.5, -590.0, 38.0, 22.5, -600.0, 38.0, 150, 150, 150
L 26.8, -590.0, 35.0, 28.9, -590.0, 33.5, 0, 255, 255
L 26.8, -600.0, 35.0, 28.9, -600.0, 33.5, 0, 255, 255
L 26.8, -590.0, 35.0, 26.8, -600.0, 35.0, 150, 150, 150
L 28.9, -590.0, 33.5, 31.0, -590.0, 32.0, 0, 255, 255
L 28.9, -600.0, 33.5, 31.0, -600.0, 32.0, 0, 255, 255
L 28.9, -590.0, 33.5, 28.9, -600.0, 33.5, 150, 150, 150
L 24.6, -590.0, 36.5, 26.8, -590.0, 35.0, 0, 255, 255
L 24.6, -600.0, 36.5, 26.8, -600.0, 35.0, 0, 255, 255
L 24.6, -590.0, 36.5, 24.6, -600.0, 36.5, 150, 150, 150
L 18.2, -590.0, 41.0, 20.4, -590.0, 39.5, 0, 255, 255
L 18.2, -600.0, 41.0, 20.4, -600.0, 39.5, 0, 255, 255
L 18.2, -590.0, 41.0, 18.2, -600.0, 41.0, 150, 150, 150
L 20.4, -590.0, 39.5, 22.5, -590.0, 38.0, 0, 255, 255
L 20.4, -600.0, 39.5, 22.5, -600.0, 38.0, 0, 255, 255
L 20.4, -590.0, 39.5, 20.4, -600.0, 39.5, 150, 150, 150
L 39.5, -590.0, 26.0, 41.6, -590.0, 24.5, 0, 255, 255
L 39.5, -600.0, 26.0, 41.6, -600.0, 24.5, 0, 255, 255
L 39.5, -590.0, 26.0, 39.5, -600.0, 26.0, 150, 150, 150
L 43.8, -590.0, 23.0, 45.9, -590.0, 21.5, 0, 255, 255
L 43.8, -600.0, 23.0, 45.9, -600.0, 21.5, 0, 255, 255
L 43.8, -590.0, 23.0, 43.8, -600.0, 23.0, 150, 150, 150
L 45.9, -590.0, 21.5, 48.0, -590.0, 20.0, 0, 255, 255
L 45.9, -600.0, 21.5, 48.0, -600.0, 20.0, 0, 255, 255
L 45.9, -590.0, 21.5, 45.9, -600.0, 21.5, 150, 150, 150
L 41.6, -590.0, 24.5, 43.8, -590.0, 23.0, 0, 255, 255
L 41.6, -600.0, 24.5, 43.8, -600.0, 23.0, 0, 255, 255
L 41.6, -590.0, 24.5, 41.6, -600.0, 24.5, 150, 150, 150
L 35.2, -590.0, 29.0, 37.4, -590.0, 27.5, 0, 255, 255
L 35.2, -600.0, 29.0, 37.4, -600.0, 27.5, 0, 255, 255
L 35.2, -590.0, 29.0, 35.2, -600.0, 29.0, 150, 150, 150
L 33.1, -590.0, 30.5, 35.2, -590.0, 29.0, 0, 255, 255
L 33.1, -600.0, 30.5, 35.2, -600.0, 29.0, 0, 255, 255
L 33.1, -590.0, 30.5, 33.1, -600.0, 30.5, 150, 150, 150
L 37.4, -590.0, 27.5, 39.5, -590.0, 26.0, 0, 255, 255
L 37.4, -600.0, 27.5, 39.5, -600.0, 26.0, 0, 255, 255
L 37.4, -590.0, 27.5, 37.4, -600.0, 27.5, 150, 150, 150
L 0.0, -643.0, -27.0, -0.0, -641.0, -27.0, 127, 0, 0
L 0.0, -630.0, -27.0, 0.0, -629.0, -27.0, 127, 0, 0
L 13.0, -600.0, -13.0, 13.0, -603.6, -14.8, 0, 127, 0
L 13.0, -629.0, -27.0, 42.0, -616.0, -27.0, 127, 0, 0
L 42.0, -616.0, -27.0, 57.0, -601.0, -27.0, 127, 0, 0
L 42.0, -656.0, -27.0, 12.0, -641.0, -27.0, 127, 0, 0
L 13.0, -668.0, -13.0, 0.0, -668.0, -13.0, 150, 150, 150
L 0.0, -668.0, -13.0, 0.0, -672.0, -13.0, 0, 127, 0
L 0.0, -672.0, -13.0, 0.0, -684.0, -13.0, 0, 127, 0
L 12.0, -641.0, -27.0, -0.0, -641.0, -27.0, 150, 150, 150
L -0.0, -641.0, -27.0, 0.0, -630.0, -27.0, 127, 0, 0
L 13.0, -668.0, -13.0, 12.9, -664.6, -14.8, 0, 127, 0
